module idx,bit-flip idx,module name,weight idx,weight before attack,weight after attack,validation mcc,mcc drop,trial seed
9,83,classifier,[ 0 81],-0.05506361275911331,-1.0,0.7969727803263115,0.03521037013629602,498
9,84,classifier,[ 0 82],0.017113996669650078,0.0,0.7969727803263115,0.03521037013629602,498
9,85,classifier,[ 0 83],0.0014496776275336742,0.0,0.7969727803263115,0.03521037013629602,498
9,86,classifier,[ 0 84],-0.03850550204515457,-1.0,0.7969727803263115,0.03521037013629602,498
9,87,classifier,[ 0 85],0.061780303716659546,0.0,0.7969727803263115,0.03521037013629602,498
9,88,classifier,[ 0 86],0.04747815057635307,0.0,0.7969727803263115,0.03521037013629602,498
9,89,classifier,[ 0 87],-0.03589186817407608,-1.0,0.7969727803263115,0.03521037013629602,498
9,90,classifier,[ 0 88],0.03638014569878578,0.0,0.7969727803263115,0.03521037013629602,498
9,91,classifier,[ 0 89],-0.047792524099349976,-1.0,0.7969727803263115,0.03521037013629602,498
9,92,classifier,[ 0 90],0.06403311342000961,0.0,0.7969727803263115,0.03521037013629602,498
9,93,classifier,[ 0 91],-0.039370473474264145,-1.0,0.7969727803263115,0.03521037013629602,498
9,94,classifier,[ 0 92],-0.017342574894428253,-1.0,0.7969727803263115,0.03521037013629602,498
9,95,classifier,[ 0 93],-0.03180313482880592,-1.0,0.7969727803263115,0.03521037013629602,498
9,96,classifier,[ 0 94],-0.06543033570051193,-1.0,0.7969727803263115,0.03521037013629602,498
9,97,classifier,[ 0 95],0.013107129372656345,0.0,0.7969727803263115,0.03521037013629602,498
9,98,classifier,[ 0 96],0.0066534108482301235,0.0,0.7969727803263115,0.03521037013629602,498
9,99,classifier,[ 0 97],-0.054761335253715515,-1.0,0.7969727803263115,0.03521037013629602,498
9,100,classifier,[ 0 98],-0.04887022450566292,-1.0,0.7969727803263115,0.03521037013629602,498
9,101,classifier,[ 0 99],-0.014125984162092209,-1.0,0.7969727803263115,0.03521037013629602,498
9,102,classifier,[1 0],0.04740949347615242,0.0,0.7969727803263115,0.03521037013629602,498
9,103,classifier,[1 1],-0.005354194436222315,-1.0,0.7969727803263115,0.03521037013629602,498
9,104,classifier,[1 2],-0.040049344301223755,-1.0,0.7969727803263115,0.03521037013629602,498
9,105,classifier,[1 3],0.05453544110059738,0.0,0.7969727803263115,0.03521037013629602,498
9,106,classifier,[1 4],0.012485837563872337,0.0,0.7969727803263115,0.03521037013629602,498
9,107,classifier,[1 5],0.007211921736598015,0.0,0.7969727803263115,0.03521037013629602,498
9,108,classifier,[1 6],-0.04059136286377907,-1.0,0.7969727803263115,0.03521037013629602,498
9,109,classifier,[1 7],-0.0460163913667202,-1.0,0.7969727803263115,0.03521037013629602,498
9,110,classifier,[1 8],-0.017929522320628166,-1.0,0.7969727803263115,0.03521037013629602,498
9,111,classifier,[1 9],-0.02426311746239662,-1.0,0.7969727803263115,0.03521037013629602,498
9,112,classifier,[ 1 10],-0.03449298441410065,-1.0,0.7969727803263115,0.03521037013629602,498
9,113,classifier,[ 1 11],0.05571876838803291,0.0,0.7969727803263115,0.03521037013629602,498
9,114,classifier,[ 1 12],-0.03930686041712761,-1.0,0.7969727803263115,0.03521037013629602,498
9,115,classifier,[ 1 13],-0.046680185943841934,-1.0,0.7969727803263115,0.03521037013629602,498
9,116,classifier,[ 1 14],-0.03529715538024902,-1.0,0.7969727803263115,0.03521037013629602,498
9,117,classifier,[ 1 15],-0.05079032480716705,-1.0,0.7969727803263115,0.03521037013629602,498
9,118,classifier,[ 1 16],0.013103836216032505,0.0,0.7969727803263115,0.03521037013629602,498
9,119,classifier,[ 1 17],0.05159396678209305,0.0,0.7969727803263115,0.03521037013629602,498
9,120,classifier,[ 1 18],0.03613028675317764,0.0,0.7969727803263115,0.03521037013629602,498
9,121,classifier,[ 1 19],-0.04174957051873207,-1.0,0.7969727803263115,0.03521037013629602,498
9,122,classifier,[ 1 20],0.057652659714221954,0.0,0.7969727803263115,0.03521037013629602,498
9,123,classifier,[ 1 21],0.007504225708544254,0.0,0.7969727803263115,0.03521037013629602,498
9,124,classifier,[ 1 22],0.06542525440454483,0.0,0.7969727803263115,0.03521037013629602,498
9,125,classifier,[ 1 23],-0.029372500255703926,-1.0,0.7969727803263115,0.03521037013629602,498
9,126,classifier,[ 1 24],-0.05087759345769882,-1.0,0.7969727803263115,0.03521037013629602,498
9,127,classifier,[ 1 25],-0.05173557251691818,-1.0,0.7969727803263115,0.03521037013629602,498
9,128,classifier,[ 1 26],0.05015641450881958,0.0,0.7969727803263115,0.03521037013629602,498
9,129,classifier,[ 1 27],0.05450020357966423,0.0,0.7969727803263115,0.03521037013629602,498
9,130,classifier,[ 1 28],-0.031549274921417236,-1.0,0.7969727803263115,0.03521037013629602,498
9,131,classifier,[ 1 29],0.03780915588140488,0.0,0.7969727803263115,0.03521037013629602,498
9,132,classifier,[ 1 30],0.0060190847143530846,0.0,0.7969727803263115,0.03521037013629602,498
9,133,classifier,[ 1 31],-0.01046108826994896,-1.0,0.7969727803263115,0.03521037013629602,498
9,134,classifier,[ 1 32],0.04770515114068985,0.0,0.7969727803263115,0.03521037013629602,498
9,135,classifier,[ 1 33],-0.026562679558992386,-1.0,0.7969727803263115,0.03521037013629602,498
9,136,classifier,[ 1 34],-0.039493411779403687,-1.0,0.7969727803263115,0.03521037013629602,498
9,137,classifier,[ 1 35],-0.06384600698947906,-1.0,0.7969727803263115,0.03521037013629602,498
9,138,classifier,[ 1 36],-0.05006511136889458,-1.0,0.7969727803263115,0.03521037013629602,498
9,139,classifier,[ 1 37],-0.03392593190073967,-1.0,0.7969727803263115,0.03521037013629602,498
9,140,classifier,[ 1 38],-0.006071410141885281,-1.0,0.7969727803263115,0.03521037013629602,498
9,141,classifier,[ 1 39],-0.008809215389192104,-1.0,0.7969727803263115,0.03521037013629602,498
9,142,classifier,[ 1 40],-0.015927383676171303,-1.0,0.7969727803263115,0.03521037013629602,498
9,143,classifier,[ 1 41],0.02548372372984886,0.0,0.7969727803263115,0.03521037013629602,498
9,144,classifier,[ 1 42],0.06160841882228851,0.0,0.7969727803263115,0.03521037013629602,498
9,145,classifier,[ 1 43],0.03461514785885811,0.0,0.7969727803263115,0.03521037013629602,498
9,146,classifier,[ 1 44],0.019452150911092758,0.0,0.7969727803263115,0.03521037013629602,498
9,147,classifier,[ 1 45],0.03542928770184517,0.0,0.7969727803263115,0.03521037013629602,498
9,148,classifier,[ 1 46],-0.0022115688771009445,-1.0,0.7969727803263115,0.03521037013629602,498
9,149,classifier,[ 1 47],0.018839074298739433,0.0,0.7969727803263115,0.03521037013629602,498
9,150,classifier,[ 1 48],0.057011645287275314,0.0,0.7969727803263115,0.03521037013629602,498
9,151,classifier,[ 1 49],-0.00523165799677372,-1.0,0.7969727803263115,0.03521037013629602,498
9,152,classifier,[ 1 50],-0.05887199938297272,-1.0,0.7969727803263115,0.03521037013629602,498
9,153,classifier,[ 1 51],0.031729839742183685,0.0,0.7969727803263115,0.03521037013629602,498
9,154,classifier,[ 1 52],0.049733296036720276,0.0,0.7969727803263115,0.03521037013629602,498
9,155,classifier,[ 1 53],-0.027311604470014572,-1.0,0.7969727803263115,0.03521037013629602,498
9,156,classifier,[ 1 54],-0.03125781938433647,-1.0,0.7969727803263115,0.03521037013629602,498
9,157,classifier,[ 1 55],0.02675984799861908,0.0,0.7969727803263115,0.03521037013629602,498
9,158,classifier,[ 1 56],0.020871477201581,0.0,0.7969727803263115,0.03521037013629602,498
9,159,classifier,[ 1 57],-0.004909583367407322,-1.0,0.7969727803263115,0.03521037013629602,498
9,160,classifier,[ 1 58],0.021851781755685806,0.0,0.7969727803263115,0.03521037013629602,498
9,161,classifier,[ 1 59],-0.005725791212171316,-1.0,0.7969727803263115,0.03521037013629602,498
9,162,classifier,[ 1 60],-0.02264629863202572,-1.0,0.7969727803263115,0.03521037013629602,498
9,163,classifier,[ 1 61],0.04000820592045784,0.0,0.7969727803263115,0.03521037013629602,498
9,164,classifier,[ 1 62],0.044329702854156494,0.0,0.7969727803263115,0.03521037013629602,498
9,165,classifier,[ 1 63],-0.03715305030345917,-1.0,0.7969727803263115,0.03521037013629602,498
9,166,classifier,[ 1 64],0.016478898003697395,0.0,0.7969727803263115,0.03521037013629602,498
9,167,classifier,[ 1 65],0.035150401294231415,0.0,0.7969727803263115,0.03521037013629602,498
9,168,classifier,[ 1 66],0.06177792698144913,0.0,0.7969727803263115,0.03521037013629602,498
9,169,classifier,[ 1 67],-0.04989117756485939,-1.0,0.7969727803263115,0.03521037013629602,498
9,170,classifier,[ 1 68],-0.025560257956385612,-1.0,0.7969727803263115,0.03521037013629602,498
9,171,classifier,[ 1 69],0.022750630974769592,0.0,0.7969727803263115,0.03521037013629602,498
9,172,classifier,[ 1 70],-0.05567452311515808,-1.0,0.7969727803263115,0.03521037013629602,498
9,173,classifier,[ 1 71],-0.011611918918788433,-1.0,0.7969727803263115,0.03521037013629602,498
9,174,classifier,[ 1 72],-0.019994327798485756,-1.0,0.7969727803263115,0.03521037013629602,498
9,175,classifier,[ 1 73],0.05787154659628868,0.0,0.7969727803263115,0.03521037013629602,498
9,176,classifier,[ 1 74],0.06426496803760529,0.0,0.7969727803263115,0.03521037013629602,498
9,177,classifier,[ 1 75],0.016298234462738037,0.0,0.7969727803263115,0.03521037013629602,498
9,178,classifier,[ 1 76],-0.045751698315143585,-1.0,0.7969727803263115,0.03521037013629602,498
9,179,classifier,[ 1 77],-0.05584339424967766,-1.0,0.7969727803263115,0.03521037013629602,498
9,180,classifier,[ 1 78],-0.03062020242214203,-1.0,0.7969727803263115,0.03521037013629602,498
9,181,classifier,[ 1 79],0.0009329458698630333,0.0,0.7969727803263115,0.03521037013629602,498
9,182,classifier,[ 1 80],0.048882272094488144,0.0,0.7969727803263115,0.03521037013629602,498
9,183,classifier,[ 1 81],0.005612263455986977,0.0,0.7969727803263115,0.03521037013629602,498
9,184,classifier,[ 1 82],0.0023923192638903856,0.0,0.7969727803263115,0.03521037013629602,498
9,185,classifier,[ 1 83],0.0604296512901783,0.0,0.7969727803263115,0.03521037013629602,498
9,186,classifier,[ 1 84],0.015149446204304695,0.0,0.7969727803263115,0.03521037013629602,498
9,187,classifier,[ 1 85],-0.007126674521714449,-1.0,0.7969727803263115,0.03521037013629602,498
9,188,classifier,[ 1 86],-0.0006477662827819586,0.0,0.7969727803263115,0.03521037013629602,498
9,189,classifier,[ 1 87],0.010238805785775185,0.0,0.7969727803263115,0.03521037013629602,498
9,190,classifier,[ 1 88],-0.05214223265647888,-1.0,0.7969727803263115,0.03521037013629602,498
9,191,classifier,[ 1 89],-0.02287888713181019,-1.0,0.7969727803263115,0.03521037013629602,498
9,192,classifier,[ 1 90],0.053408894687891006,0.0,0.7969727803263115,0.03521037013629602,498
9,193,classifier,[ 1 91],0.0643516331911087,0.0,0.7969727803263115,0.03521037013629602,498
9,194,classifier,[ 1 92],-0.012324142269790173,-1.0,0.7969727803263115,0.03521037013629602,498
9,195,classifier,[ 1 93],-0.044212449342012405,-1.0,0.7969727803263115,0.03521037013629602,498
9,196,classifier,[ 1 94],0.0455537848174572,0.0,0.7969727803263115,0.03521037013629602,498
9,197,classifier,[ 1 95],0.05769942328333855,0.0,0.7969727803263115,0.03521037013629602,498
9,198,classifier,[ 1 96],-0.021473241969943047,-1.0,0.7969727803263115,0.03521037013629602,498
9,199,classifier,[ 1 97],-0.05762556567788124,-1.0,0.7969727803263115,0.03521037013629602,498
9,200,classifier,[ 1 98],0.038824453949928284,0.0,0.7969727803263115,0.03521037013629602,498
9,201,classifier,[ 1 99],-0.0189418513327837,-1.0,0.7969727803263115,0.03521037013629602,498
9,202,classifier,[2 0],0.0544014610350132,0.0,0.7969727803263115,0.03521037013629602,498
9,203,classifier,[2 1],0.03010992333292961,0.0,0.7969727803263115,0.03521037013629602,498
9,204,classifier,[2 2],0.01767517253756523,0.0,0.7969727803263115,0.03521037013629602,498
9,205,classifier,[2 3],-0.04183033108711243,-1.0,0.7969727803263115,0.03521037013629602,498
9,206,classifier,[2 4],0.00819146353751421,0.0,0.7969727803263115,0.03521037013629602,498
9,207,classifier,[2 5],-0.010747390799224377,-1.0,0.7969727803263115,0.03521037013629602,498
9,208,classifier,[2 6],0.0013912931317463517,0.0,0.7969727803263115,0.03521037013629602,498
9,209,classifier,[2 7],0.049598660320043564,0.0,0.7969727803263115,0.03521037013629602,498
9,210,classifier,[2 8],-0.029294446110725403,-1.0,0.7969727803263115,0.03521037013629602,498
9,211,classifier,[2 9],-0.012461584061384201,-1.0,0.7969727803263115,0.03521037013629602,498
9,212,classifier,[ 2 10],0.03875505179166794,0.0,0.7969727803263115,0.03521037013629602,498
9,213,classifier,[ 2 11],0.04164860025048256,0.0,0.7969727803263115,0.03521037013629602,498
9,214,classifier,[ 2 12],0.026382550597190857,0.0,0.7969727803263115,0.03521037013629602,498
9,215,classifier,[ 2 13],-0.025008393451571465,-1.0,0.7969727803263115,0.03521037013629602,498
9,216,classifier,[ 2 14],-0.05394471436738968,-1.0,0.7969727803263115,0.03521037013629602,498
9,217,classifier,[ 2 15],-0.04116733372211456,-1.0,0.7969727803263115,0.03521037013629602,498
9,218,classifier,[ 2 16],0.05237521976232529,0.0,0.7969727803263115,0.03521037013629602,498
9,219,classifier,[ 2 17],0.049451764672994614,0.0,0.7969727803263115,0.03521037013629602,498
9,220,classifier,[ 2 18],0.039510078728199005,0.0,0.7969727803263115,0.03521037013629602,498
9,221,classifier,[ 2 19],-0.02215416543185711,-1.0,0.7969727803263115,0.03521037013629602,498
9,222,classifier,[ 2 20],-0.010535305365920067,-1.0,0.7969727803263115,0.03521037013629602,498
9,223,classifier,[ 2 21],0.05875261500477791,0.0,0.7969727803263115,0.03521037013629602,498
9,224,classifier,[ 2 22],0.030260222032666206,0.0,0.7969727803263115,0.03521037013629602,498
9,225,classifier,[ 2 23],-0.02741958200931549,-1.0,0.7969727803263115,0.03521037013629602,498
9,226,classifier,[ 2 24],0.01671779714524746,0.0,0.7969727803263115,0.03521037013629602,498
9,227,classifier,[ 2 25],0.01638014055788517,0.0,0.7969727803263115,0.03521037013629602,498
9,228,classifier,[ 2 26],-0.04382116720080376,-1.0,0.7969727803263115,0.03521037013629602,498
9,229,classifier,[ 2 27],0.04699394479393959,0.0,0.7969727803263115,0.03521037013629602,498
9,230,classifier,[ 2 28],-0.006545696873217821,-1.0,0.7969727803263115,0.03521037013629602,498
9,231,classifier,[ 2 29],0.008143045008182526,0.0,0.7969727803263115,0.03521037013629602,498
9,232,classifier,[ 2 30],-0.0015656864270567894,0.0,0.7969727803263115,0.03521037013629602,498
9,233,classifier,[ 2 31],0.03699107840657234,0.0,0.7969727803263115,0.03521037013629602,498
9,234,classifier,[ 2 32],0.052226413041353226,0.0,0.7969727803263115,0.03521037013629602,498
9,235,classifier,[ 2 33],-0.050619252026081085,-1.0,0.7969727803263115,0.03521037013629602,498
9,236,classifier,[ 2 34],0.03957284986972809,0.0,0.7969727803263115,0.03521037013629602,498
9,237,classifier,[ 2 35],-0.05226755887269974,-1.0,0.7969727803263115,0.03521037013629602,498
9,238,classifier,[ 2 36],0.008568769320845604,0.0,0.7969727803263115,0.03521037013629602,498
9,239,classifier,[ 2 37],-0.05936485901474953,-1.0,0.7969727803263115,0.03521037013629602,498
9,240,classifier,[ 2 38],-0.04239427670836449,-1.0,0.7969727803263115,0.03521037013629602,498
9,241,classifier,[ 2 39],0.06335419416427612,0.0,0.7969727803263115,0.03521037013629602,498
9,242,classifier,[ 2 40],-0.03147105500102043,-1.0,0.7969727803263115,0.03521037013629602,498
9,243,classifier,[ 2 41],0.025072986260056496,0.0,0.7969727803263115,0.03521037013629602,498
9,244,classifier,[ 2 42],0.061049822717905045,0.0,0.7969727803263115,0.03521037013629602,498
9,245,classifier,[ 2 43],0.06467118859291077,0.0,0.7969727803263115,0.03521037013629602,498
9,246,classifier,[ 2 44],-0.014620260335505009,-1.0,0.7969727803263115,0.03521037013629602,498
9,247,classifier,[ 2 45],-0.04029674828052521,-1.0,0.7969727803263115,0.03521037013629602,498
9,248,classifier,[ 2 46],-0.05142646282911301,-1.0,0.7969727803263115,0.03521037013629602,498
9,249,classifier,[ 2 47],-0.045046381652355194,-1.0,0.7969727803263115,0.03521037013629602,498
9,250,classifier,[ 2 48],0.047795042395591736,0.0,0.7969727803263115,0.03521037013629602,498
9,251,classifier,[ 2 49],-0.00811782293021679,-1.0,0.7969727803263115,0.03521037013629602,498
9,252,classifier,[ 2 50],0.005996749736368656,0.0,0.7969727803263115,0.03521037013629602,498
9,253,classifier,[ 2 51],-0.05013887211680412,-1.0,0.7969727803263115,0.03521037013629602,498
9,254,classifier,[ 2 52],-0.000764654774684459,0.0,0.7969727803263115,0.03521037013629602,498
9,255,classifier,[ 2 53],-0.032309576869010925,-1.0,0.7969727803263115,0.03521037013629602,498
9,256,classifier,[ 2 54],0.056270185858011246,0.0,0.7969727803263115,0.03521037013629602,498
9,257,classifier,[ 2 55],-0.060535043478012085,-1.0,0.7969727803263115,0.03521037013629602,498
9,258,classifier,[ 2 56],0.021600430831313133,0.0,0.7969727803263115,0.03521037013629602,498
9,259,classifier,[ 2 57],-0.050154928117990494,-1.0,0.7969727803263115,0.03521037013629602,498
9,260,classifier,[ 2 58],-0.04084786772727966,-1.0,0.7969727803263115,0.03521037013629602,498
9,261,classifier,[ 2 59],0.017435772344470024,0.0,0.7969727803263115,0.03521037013629602,498
9,262,classifier,[ 2 60],-0.01068190112709999,-1.0,0.7969727803263115,0.03521037013629602,498
9,263,classifier,[ 2 61],0.05240676552057266,0.0,0.7969727803263115,0.03521037013629602,498
9,264,classifier,[ 2 62],0.04306919127702713,0.0,0.7969727803263115,0.03521037013629602,498
9,265,classifier,[ 2 63],-0.040773551911115646,-1.0,0.7969727803263115,0.03521037013629602,498
9,266,classifier,[ 2 64],0.02739768475294113,0.0,0.7969727803263115,0.03521037013629602,498
9,267,classifier,[ 2 65],0.023517923429608345,0.0,0.7969727803263115,0.03521037013629602,498
9,268,classifier,[ 2 66],0.021260805428028107,0.0,0.7969727803263115,0.03521037013629602,498
9,269,classifier,[ 2 67],-0.021544016897678375,-1.0,0.7969727803263115,0.03521037013629602,498
9,270,classifier,[ 2 68],-0.02408003807067871,-1.0,0.7969727803263115,0.03521037013629602,498
9,271,classifier,[ 2 69],-0.03464319556951523,-1.0,0.7969727803263115,0.03521037013629602,498
9,272,classifier,[ 2 70],-0.01379262562841177,-1.0,0.7969727803263115,0.03521037013629602,498
9,273,classifier,[ 2 72],0.059212569147348404,0.0,0.7969727803263115,0.03521037013629602,498
9,274,classifier,[ 2 73],-0.032590825110673904,-1.0,0.7969727803263115,0.03521037013629602,498
9,275,classifier,[ 2 74],0.009130746126174927,0.0,0.7969727803263115,0.03521037013629602,498
9,276,classifier,[ 2 75],-0.015993596985936165,-1.0,0.7969727803263115,0.03521037013629602,498
9,277,classifier,[ 2 76],0.016853081062436104,0.0,0.7969727803263115,0.03521037013629602,498
9,278,classifier,[ 2 77],-0.010156975127756596,-1.0,0.7969727803263115,0.03521037013629602,498
9,279,classifier,[ 2 78],-0.004867858253419399,-1.0,0.7969727803263115,0.03521037013629602,498
9,280,classifier,[ 2 79],0.0159550029784441,0.0,0.7969727803263115,0.03521037013629602,498
9,281,classifier,[ 2 80],0.05877770856022835,0.0,0.7969727803263115,0.03521037013629602,498
9,282,classifier,[ 2 81],0.0606573149561882,0.0,0.7969727803263115,0.03521037013629602,498
9,283,classifier,[ 2 82],0.04356575384736061,0.0,0.7969727803263115,0.03521037013629602,498
9,284,classifier,[ 2 83],0.027622666209936142,0.0,0.7969727803263115,0.03521037013629602,498
