,PBS,RandomFlip,PBS_to_RandomFlip,RandomFlip_to_PBS
0,-4.2708152647397135e-05,0.2138537831333626,-4.2708152647397135e-05,0.035210370136296
1,0.0,0.0,0.0,0.1300290792069933
2,0.0,-7.127274323837085e-05,9.449709239095494e-05,-0.0001495754634863
3,0.0,0.0,0.0,0.0
4,0.0,-0.0598539093594706,0.0,0.338240974559495
5,0.0,0.3528590663394085,-7.467597780386193e-05,-0.0242946252945346
6,0.0,-3.844005083125657e-05,0.0,-0.0578630435351723
7,0.0,0.3610164406692858,0.6708664253866607,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0016477811258403,-0.0001304779946526,0.0
10,0.0,0.0007983423060821,0.0038687039765855,0.0
11,0.0,0.0,0.0031598741867576,0.0
12,0.0,0.0,0.0,-0.0005546968057987
13,0.0,-1.9047767947970307e-05,0.0,6.517331734950949e-05
14,0.0,0.0,0.0,-0.0343418741623579
15,0.0,0.009341054933825,0.0,-0.042819364336167
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.1544415119453164,-0.2433836255602001
19,0.0,0.0,0.0,0.0
