,PBS,RandomFlip,PBS_to_RandomFlip,RandomFlip_to_PBS
0,0.8669234970633848,0.0,0.8888036650556075,0.8851444742712448
1,0.0188395884144931,0.0,0.0001142516979612,-0.008263186895573
2,0.0070243762457557,0.0,-0.0001142516979612,0.0050007461118021
3,-0.0056314171359594,0.0,0.0,-0.0011271604608694
4,0.0004865622584605,0.0,0.0,-0.0010030168229852
5,-0.002438121986466,0.0,0.0,-0.001336320214194
6,-0.0002795889694697,0.0,0.0,0.0101447943221985
7,0.0,-0.0001227876597237,0.0,-0.0003778235444703
8,0.0003414028572776,0.0,0.0,0.0002509346756897
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0003702236127644
12,0.0,0.0,0.0,0.0
13,-0.0008275829492712,0.0,0.0,0.0
14,0.0008275829492712,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0001268888687805
16,0.0,0.0,0.0,-0.0003702236127644
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
