,PBS,RandomFlip,PBS_to_RandomFlip,RandomFlip_to_PBS
0,0.7497887320196565,1.940381198539676e-05,0.6638849673195082,0.6638107944383677
1,-0.0745586705922944,0.0,-0.0353375114654113,-0.0350650640327011
2,-0.0033147226779092,0.0,0.0112902000593811,0.0112902691248018
3,-0.0031376347770827,0.041895661790936,0.0108689296714831,0.0105356123278589
4,0.0394317021395598,0.0,-0.0121307379650678,0.0509417557780311
5,0.0217465508565797,3.0208552550203827e-05,0.0295012366241136,0.0250280780121726
6,-0.000885355917728,0.0,0.0047643826489165,0.0029466381856267
7,-0.0004274988546381,0.0,0.0817281198854411,-0.0004695125449795
8,-0.0020029188148044,-9.389621121624891e-06,-0.0942301423149154,0.005835941879505
9,0.0010610006105305,0.0,0.006232029020925,-0.002770988417347
10,0.0069778229749791,0.0,-0.0415316846392998,0.0093709468257955
11,-0.0115241042074527,0.0,0.0121552219731902,0.0
12,-0.0070881732752398,2.3590405687667904e-05,5.136836602653849e-05,-0.0066413483209929
13,0.0001872385660282,0.0,0.1110861416414121,0.0072045651119862
14,-0.0019177198545761,0.0,-0.1447060713806968,-0.0030597458163926
15,-0.0030975217446758,0.0,0.1170621310115021,0.0023166518063925
16,0.0290771793820624,0.0,-0.0869372601556911,0.0016645341290252
17,-0.0137584247347984,0.0,0.0925195332994903,0.0004984339687014
18,-0.0040939069901513,0.0,-0.1180567954635259,0.000310480600215
19,0.0125911463772636,0.0,0.018534969246306,-0.0004679507226387
